Contig	Length	SNPs	pi_A	pi_B	pi_C	pi_D	pi_E	pi_F	pi_A_B	pi_A_C	pi_A_D	pi_A_E	pi_A_F	pi_B_C	pi_B_D	pi_B_E	pi_B_F	pi_C_D	pi_C_E	pi_C_F	pi_D_E	pi_D_F	pi_E_F	Fst	Fst_A_B	Fst_A_C	Fst_A_D	Fst_A_E	Fst_A_F	Fst_B_C	Fst_B_D	Fst_B_E	Fst_B_F	Fst_C_D	Fst_C_E	Fst_C_F	Fst_D_E	Fst_D_F	Fst_E_F
Cluster_representative_31137	2679	130	0.000388063668680458	0.00260894086594926	0.0158928637881834	0.00653170420067511	0.0125863027670251	0.00139065780667904	0.00266780043286832	0.0178411486695921	0.00661692388608212	0.0124567585620613	0.0156718051302743	0.0185812017172938	0.00586613915053295	0.0125845234154119	0.0162627485747115	0.0196703473406067	0.0188832646832058	0.0213616872569911	0.0116347301781851	0.0120581319293252	0.0108262743766806	0.514756914359052	0.438300463238278	0.543725357644361	0.477115953841448	0.479223813680524	0.943250906306784	0.502136488919531	0.220897695054343	0.396272582942425	0.877031897337217	0.429990543619785	0.2459151785195	0.595455139218789	0.178407806846	0.671492978606119	0.354488899532695
Cluster_representative_1506	672	11	0	0.000356947747344031	0.00297253754875162	0.00269839709939978	0.00464271361295673	0.000401622697975449	0.000183398785993157	0.00312489847764153	0.00205871243070848	0.00411745577245852	0.00723404543254648	0.00326097198124554	0.00220509724069862	0.0042374482572245	0.00731468924023936	0.00518361090835001	0.0064620063171018	0.010358943910188	0.00449848326585873	0.00528770078589195	0.00474408818235523	0.606091706007767	0.0268535710008718	0.524378540611806	0.344639625440267	0.436215727681687	0.972240795159475	0.489494954994378	0.30720859145064	0.41006225246801	0.948147459146559	0.452993796369209	0.410767276599957	0.837137826211773	0.184046013011551	0.706865051285963	0.468355549366297
Cluster_representative_24288	744	10	0	0.000759185778855233	0.00382109165174392	0.0023621721143151	0.00460826621979669	0.000598038939697642	0.000405048149515763	0.00597716947936165	0.00174577006841698	0.00570925368991908	0.00917306125700337	0.00581006582336439	0.00191814367843255	0.00558411689616982	0.00887182589931993	0.00512099939967373	0.005329749488634	0.00723831581954509	0.00499118491147787	0.0074924093560572	0.00509424480983597	0.6225282888377	0.0628450225450431	0.680359435604292	0.323458410403079	0.596421312654789	0.967402433988923	0.605832569729228	0.186359726785165	0.51940010404031	0.92350927903934	0.396283490440073	0.209216315934107	0.694740413266515	0.301725095569755	0.802452661531396	0.489001279498583
Cluster_representative_15504	1101	10	0	0.000480431487723948	0.00294142176086918	0.00283200107814354	0.00309668674266605	0.00048965476209111	0.000248065595507024	0.00229622545011517	0.00212294351923968	0.00267176000143267	0.00610267044453665	0.00242799061848207	0.00226359025002434	0.00278652352165412	0.00604419807855405	0.00288647906715753	0.00303802249668912	0.00399168649837721	0.00301147350433331	0.00414950588133989	0.00364568745070779	0.4841239497223	0.0316442577577355	0.359509372060646	0.333001313393913	0.420478122846827	0.959881926564667	0.295332275473864	0.268323282928112	0.358139595343057	0.919750623886971	-8.0496807157715e-05	0.00624361568822318	0.570222195010158	0.015650011152579	0.599752845854254	0.508139198265489
Cluster_representative_34276	2394	13	0	0.000217295300201063	0.00132921160295275	0.000566461824336707	0.000943577775981594	8.08443151435103e-05	0.00011269940585121	0.00189123410223032	0.000431459954287067	0.000948815405715115	0.00121134341553676	0.00192335958767844	0.000516125596320979	0.00100290692539289	0.00124474425223566	0.00184514303662134	0.0017173363374035	0.00174106071724169	0.00088109872727322	0.000808617816004525	0.000753051291432733	0.539404625884271	0.035951882089134	0.648586179419773	0.343552259360068	0.502760088897152	0.96663030726605	0.597967298195004	0.240730231047918	0.421245857023129	0.880240613760983	0.486307188747643	0.338280647351044	0.595058373285749	0.143092848975338	0.599745314369505	0.319819179131829
Cluster_representative_50998	375	1	0	0	0	0	0.00128314238952537	8.54265259070501e-05	0	0	0	0.00159738134206219	0.00262330623306233	0	0	0.00159738134206219	0.00262330623306233	0	0.00159738134206219	0.00262330623306233	0.00159738134206219	0.00262330623306233	0.00107787225171761	0.809504248606407	NA	NA	NA	0.598360655737705	0.983717774762551	NA	NA	0.598360655737705	0.983717774762551	NA	0.598360655737705	0.983717774762551	0.598360655737705	0.983717774762551	0.365152543238969
Cluster_representative_32375	861	13	2.05564634660253e-05	0.000798707552894012	0.00637790159940056	0.00105541087072882	0.00445069593319729	0.000157962694810024	0.00042768778603966	0.0070798410109779	0.000811205394656381	0.00374751291499767	0.00227700658930457	0.0070620368400744	0.00112432952955302	0.00387355578407567	0.00241845691961564	0.00655886968030061	0.00624881943294517	0.00560877681002784	0.00347278655685639	0.00151940504841468	0.00298230024017966	0.417649353654194	0.0422171931231332	0.548121345313741	0.336809554471336	0.403437359912861	0.960799595593052	0.4918881538843	0.175455960691552	0.322405074470363	0.802214742808799	0.433338911088969	0.133548532743076	0.417353862028774	0.20724946469064	0.600707669490485	0.227331546650434
Cluster_representative_25084	684	14	0	0.00038183830156877	0.00595309130532587	0.000616508895993925	0.00754297090596287	0.000434618521409853	0.000201176324797322	0.0125374638244987	0.00044010369566528	0.00722882207125409	0.00723606541476905	0.0125376373768241	0.000641280020462602	0.00734021439238701	0.00743724173956637	0.012977567520164	0.0104981363878337	0.0121091151907658	0.00730697132562456	0.00681934887201352	0.00587979746692998	0.66433803616835	0.050985989645007	0.762587897015771	0.299586776859504	0.478271090945922	0.969968588141645	0.747363501731004	0.221598080630584	0.460178628041781	0.945110240357319	0.746886302417143	0.357216285219476	0.736243741755514	0.441664717271942	0.922930514545341	0.321610185364253
Cluster_representative_26995	285	2	0	0	0	0	0	0.000526941333965249	0	0	0	0	0.00674367327771541	0	0	0	0.00674367327771541	0	0	0.00674367327771541	0	0.00674367327771541	0.00674367327771541	0.960930689235306	NA	NA	NA	NA	0.960930689235306	NA	NA	NA	0.960930689235306	NA	NA	0.960930689235306	NA	0.960930689235306	0.960930689235306
Cluster_representative_40433	696	10	0	0.000689789497679046	0.00404929353582226	0.00190082226818513	0.00436377114077771	0.000260289704348459	0.000363996518061737	0.00456826553390531	0.00140982152490726	0.00437373713509217	0.00417608928749039	0.00471505389580407	0.00173247542210795	0.00456927594369297	0.00441766392713117	0.00476097588531656	0.00461505431162745	0.00515658410004989	0.00409620813758885	0.00285391810567505	0.00356163716620319	0.49142982783119	0.0524778899642498	0.556801864321512	0.325864219476233	0.501139299643147	0.968835711304334	0.497451870304323	0.252338090109206	0.447006407499612	0.892468144057703	0.375115948144341	0.0885194291859607	0.582128095212389	0.235317982077643	0.621378068236052	0.350851781169001
Cluster_representative_21160	1020	16	0	0.000992627140118175	0.00399960106362742	0.00217307684029242	0.00434391786280756	0.00409420928332123	0.000530437796903893	0.00558300552062845	0.00162344526709101	0.0039253415833018	0.00514584487069458	0.00556759842274134	0.00200169223117073	0.00405978529074749	0.00521788650887197	0.00632143702248199	0.00587371584309277	0.00687669778508708	0.00387288059951115	0.00447498620153657	0.00482361682009144	0.40804940347926	0.0643321932260196	0.641805739860955	0.330720633352094	0.446682821020422	0.602182985865196	0.551671310977242	0.20924307665443	0.342755266505341	0.512557774609484	0.511766242235198	0.289758038240257	0.411504576767862	0.158637281004405	0.299742407980872	0.125331938579563
Cluster_representative_37753	777	6	0	0.000321786843833242	0.00340756529130974	0.00176137454001802	0.00188942703722788	0.000129391275698689	0.000169467203573256	0.00351645331841715	0.00135901113542978	0.00273546506182544	0.00379523232064414	0.00346690956536396	0.00140711601408221	0.00267242457783053	0.00363143659972711	0.00328202765483822	0.00311627124072188	0.0029108258291947	0.0022443925141546	0.00248219649229033	0.0013678503428837	0.507984821330663	0.0505925717534431	0.515482649312749	0.351964640281993	0.654642447531935	0.98295344464226	0.462150358290141	0.259776250499857	0.586290685356557	0.937878838423637	0.212538653702699	0.150107304633955	0.392447921216408	0.186683801023759	0.61913454039811	0.262047078677301
Cluster_representative_39469	900	13	3.2998324958124e-05	0.000684109188687757	0.00554559425751099	0.00184100340379235	0.00452669118260663	0.000256188411736582	0.00145333217619165	0.00630989745014902	0.0085473852684974	0.00715705573139179	0.00672074544937609	0.00525490335791062	0.00724018363523179	0.00598881953509786	0.00551269063048455	0.00625752017168955	0.00567951526797571	0.00548689738070562	0.00401704584899479	0.00215808110572753	0.0031498826872376	0.601941340369207	0.753288503002457	0.557949029556941	0.890375730712797	0.681454939105381	0.978485516311174	0.407248523722069	0.825618194254595	0.564955969974036	0.914715185065474	0.409782353181857	0.11327948206154	0.47130570642261	0.207415744583498	0.514107275680464	0.240784487987118
Cluster_representative_16973	600	4	6.99904122722915e-05	0.000704573263327975	0.00133756812577254	0.00152606276731457	0.00196263258839385	0.000109872879803641	0.0047084493252146	0.00386071534879229	0.00498869655013626	0.00449948315508871	0.00490821467040706	0.00126294941926869	0.00138210955072144	0.00191132691713791	0.0031475195682816	0.00173247584762633	0.00194644514381793	0.00277799997390314	0.00185479852382032	0.00214043143501925	0.00187506368068182	0.667956912306765	0.917747476706149	0.817707547581157	0.840033046353233	0.774127057419101	0.981677320150606	0.19151893260974	0.193032119097148	0.30226330519224	0.87062095636529	0.173543776379167	0.152249236345523	0.739481458032107	0.059548702755389	0.617849088657329	0.447350644794132
Cluster_representative_33897	708	7	0.000116741097117642	0.00111717261938117	0.00305252937294022	0.00198847538834471	0.00269579435042045	7.08183151262178e-05	0.00648774891810415	0.00623543837711156	0.0054214133972273	0.00473892341305266	0.00281457748828979	0.00341470821330136	0.00179273553118978	0.0033736919544361	0.00369256071042838	0.00343486887367458	0.00325425979948818	0.00344276161908223	0.00296431162253161	0.00264105960853034	0.00196780224616834	0.594017566028779	0.904904325670221	0.745866266460806	0.805842468447524	0.703251645743907	0.966680716195555	0.389449737450613	0.133824271987078	0.434896988032961	0.839137250857879	0.266201280648578	0.116800120834736	0.546389202384123	0.209889118411132	0.610138730527014	0.297029802935293
Cluster_representative_40503	897	7	0	0.000223824935965522	0.00326313321752598	0.00190192470605956	0.00263607844980694	0.000352904362481625	0.00011596646548931	0.00250681723447765	0.00137811044392729	0.00212856990585444	0.00427548172795584	0.0025617900048746	0.00145364013716201	0.00217773381796258	0.00425433137764795	0.00294879650903877	0.00321840321824144	0.00385954344730098	0.00235280836973987	0.00301055942199204	0.00283387395755653	0.46400768180343	0.0349583605005391	0.349148160335287	0.309952001873117	0.380786498353509	0.95872928655336	0.319429354697988	0.268818469000435	0.343376274413532	0.932218573583942	0.124209163339452	0.0835188652097653	0.531545941977109	0.0356198970066944	0.625513276358253	0.472633071008956
Cluster_representative_29738	825	13	4.60744646791158e-05	0.000319186678162759	0.00458832858591778	0.00283795787224216	0.00351907925359524	0.000290486625036529	0.000187966218661981	0.00563238669789078	0.00226691189607446	0.00359511263819664	0.00710042246571976	0.00556757320490963	0.00230255795613602	0.00356293221001486	0.00696101399656324	0.00589884268412345	0.00538513250634002	0.00745561083419953	0.00350207301765684	0.00494802582426387	0.00449468003762712	0.578822821410289	0.0283862030051156	0.588593317613261	0.36388521717243	0.504166617702598	0.976299925015692	0.5592769880643	0.314426691846879	0.461361358354053	0.956208010535513	0.37053021619414	0.247241564625568	0.672809155450097	0.0923894085322704	0.683869425060639	0.576213896568826
Cluster_representative_26192	483	7	0	0.000143518358735334	0.00430430760204385	0.000982500933220543	0.00607780512193728	0.000128105480081446	7.41834759679258e-05	0.00930744074204231	0.000796672105027144	0.00439796652760359	0.00200431699044095	0.00938162421801024	0.00081376507184003	0.00441056372163588	0.00193486862996034	0.0101041128470695	0.00839917881436503	0.0113117577324833	0.00453325046996669	0.00125849629637298	0.00473832224296149	0.604029239641583	0.0326797385620914	0.768770614751217	0.38337182448037	0.309020989155979	0.968042609853529	0.762950110907207	0.308142281524938	0.294724679959377	0.929808196119664	0.738383338780814	0.381956679727743	0.804079384170463	0.221275539269982	0.558756582556984	0.34513628624169
NODE_726294_length_477_cov_2.08571_1_len_72_J	72	2	0	0.000134843581445523	0	0	0	0	6.74217907227616e-05	0	0	0	0	6.74217907227616e-05	6.74217907227616e-05	6.74217907227616e-05	6.74217907227616e-05	0	0	0	0	0	0	0	2.22044604925031e-16	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA
NODE_580494_length_487_cov_1.3_1_len_90_A	90	3	0	0.00120502542033876	0.00247477631829431	0.0104751289772716	0.0159684340803679	0.00157144949910393	0.000619250561609534	0.00970873786407767	0.0212426900584795	0.013258177051825	0.0219983277087772	0.00978779562596614	0.0208610350385056	0.0133543854967036	0.0219903001935243	0.018347101572702	0.0152668814374962	0.0311997206013353	0.0168629490417918	0.0153281191631405	0.0177133308362696	0.679900544813532	0.0270292067182765	0.872549019607843	0.753441561581082	0.397789227812058	0.96428252365572	0.812020914654629	0.720048540831005	0.357010492734923	0.936870463454148	0.647085801420711	0.395973222358143	0.935156056858646	0.215927089855285	0.607043162042219	0.504895952613345
Cluster_representative_52136	480	9	0.000113367973547473	0.000647027149009219	0.00723972508031445	0.00555279559234404	0.00827623708192877	0.0003711224111074	0.000395609798333365	0.00904685194592809	0.00416905388845993	0.00831433392650332	0.016421348482426	0.00902130545830908	0.00426460011711834	0.00832347933774301	0.016143250765797	0.0082394517043936	0.00899730155771796	0.00903787770667356	0.00839114672019976	0.012402352119447	0.00833949566999052	0.577965473908013	0.0389581782856435	0.593610401838648	0.320449709036428	0.495473411963105	0.985248154706254	0.562881876366376	0.273106203267825	0.463970302030111	0.968465163092375	0.223703158194555	0.137743574409068	0.578947196541396	0.17597480205044	0.761177640079953	0.481541820079511
Cluster_representative_42276	1461	21	0	0.000624282819823771	0.00323779039797815	0.00388659930664463	0.00461164602718845	0.000657504030210283	0.000322581888184362	0.00273681943629683	0.00285773476184417	0.00429503088641549	0.00924121932780483	0.00293681504237167	0.00303282588471	0.00441146249283603	0.00911907044646813	0.00413114007753388	0.004845344353476	0.00759351535562152	0.00456962690366899	0.00658909764022313	0.00524130910321535	0.547512091299206	0.0323653579289287	0.408475700837761	0.31998599755694	0.463141692208272	0.964425472067739	0.342472514938659	0.256323590943677	0.406554078662679	0.929719434806511	0.137721116821129	0.190002211139494	0.743511783030456	0.0701379441930191	0.655180148711453	0.497344083926829
Cluster_representative_38025	2682	41	0.000396908846388375	0.000592648841368394	0.00439761455800403	0.00108319139595732	0.0016438540825341	0.00262405477302448	0.000502537760641158	0.00408465310090276	0.000903001776533595	0.00149631769068393	0.00362537603666363	0.00410218595543974	0.000971328132471694	0.00152159086302741	0.00363315820974212	0.00430879091059239	0.00440276765744279	0.00490553728621771	0.00147942764081646	0.00342652132157548	0.00356373824406736	0.374619158056605	0.0154394701661313	0.413105190826027	0.180455520238597	0.318071642931088	0.583358582825384	0.391755584269036	0.137345979539746	0.265077433676004	0.557313027854464	0.36399722477972	0.313901037870447	0.284311898845806	0.078344420756381	0.459036465695004	0.401203376445581
Cluster_representative_5552	273	4	0	0	0.00441220384931145	0.00176991150442478	0.00363837811530005	0.000264836713887469	0	0.00550885933003274	0.00147492625368732	0.00394167282297534	0.007191474256081	0.00550885933003274	0.00147492625368732	0.00394167282297534	0.007191474256081	0.00456680965832278	0.0060177955347876	0.0068056459371673	0.00372965217400779	0.00576957905870604	0.00339437784621195	0.620953283435178	NA	0.599535622079025	0.4	0.53847284151889	0.981586757842905	0.599535622079025	0.4	0.53847284151889	0.981586757842905	0.323147249801661	0.331102069015739	0.656385256713367	0.27496059050552	0.823665799739592	0.425047091686711
