Contig	Start	End	Name	SNPs	pi_C2	pi_C3	pi_C4	pi_C2_C3	pi_C2_C4	pi_C3_C4	Fst	Fst_C2_C3	Fst_C2_C4	Fst_C3_C4
NODE_1	15462	15695	fig|6666666.153583.peg.20	3	0.00124153793878565	0.00383988277689065	0.00105736188210415	0.00293813461442052	0.0011425882985516	0.00292270912147961	0.123460816413703	0.135264141619582	-0.00600532309143609	0.162207996854031
NODE_1	15816	16034	fig|6666666.153583.peg.21	2	0.00311830047611887	0.00304356645196728	0.00293882677444321	0.00305551655534762	0.00301644522264565	0.00298012774008165	-0.00536938840003609	-0.00831836720078383	-0.00401744495289069	-0.00371422774088614
NODE_1	16152	16970	fig|6666666.153583.peg.22	9	0.00190535414837214	0.00409047937406153	0.000985178877532227	0.00336609276528795	0.0015478052268462	0.00325471653112179	0.145385991701403	0.109377854308664	0.0662478147221104	0.22026108832213
NODE_1	16979	17413	fig|6666666.153583.peg.23	5	0.00288897211139587	0.00326102523799677	0.00126324188592162	0.00314865081938741	0.00216629440591738	0.00250490525136296	0.0519973166452085	0.0233916521443346	0.0416321101196029	0.0969185118964736
NODE_1	17459	18193	fig|6666666.153583.peg.24	8	0.00250313335408034	0.00406623718249574	0.00180645566681083	0.0034212405903358	0.00216021685235496	0.00318588656437979	0.0446563752224038	0.0399139781146929	0.00251009147690806	0.0783267497708546
NODE_1	18207	18803	fig|6666666.153583.peg.25	1	0.000328757684830171	0.000308093947427426	0	0.000315939818138311	0.00018298776797151	0.000170121440536013	0.0481241181227835	-0.00786858081117026	0.101694915254237	0.0944881889763779
NODE_1	18971	19924	fig|6666666.153583.peg.26	3	0.00107710549321048	0.00146207078070075	0.0011091808648111	0.00133813459999338	0.00110700964810823	0.00138018357838814	0.0462628814560491	0.051225387220465	0.0125260598416062	0.0685109989083115
NODE_1	19936	20391	fig|6666666.153583.peg.27	1	0.00065364603759772	0.000978788779859253	0.00056002609830361	0.000858852117791004	0.000604028361107348	0.000835385318598359	0.0460368343171496	0.0496415019295473	-0.00464830300049179	0.0789789789789789
NODE_1	20388	20720	fig|6666666.153583.peg.28	1	0.0015135037489732	0.00145837500285567	0.00129039931020129	0.00149675128104809	0.0015110062180343	0.00161339035752793	0.0776581502508753	0.00722358168023884	0.0721735537190081	0.148137243962244
NODE_1	20717	22066	fig|6666666.153583.peg.29	8	0.00165918406351033	0.00158539811693463	0.00144090371435468	0.00163898229207926	0.00169535416686762	0.00175055893164218	0.078548222747832	0.0101838817523791	0.0857108684279168	0.135618408330198
NODE_1	22080	23279	fig|6666666.153583.peg.30	3	0.00035972252932092	0.000247568523430592	0.000139004726160689	0.000306985305412696	0.00025730208265255	0.000198135198135198	0.0211520586878333	0.0108792798158516	0.0308526648129187	0.024471034854942
NODE_1	23295	24023	fig|6666666.153583.peg.31	1	0.000243523989581122	0	0	0.000133828498778815	0.000133828498778815	0	0.0901639344262294	0.0901639344262295	0.0901639344262295	NA
NODE_1	24023	24406	fig|6666666.153583.peg.32	1	0.00046918044077135	0.000452380952380952	0	0.000457087104814378	0.000258264462809917	0.000248015873015873	0.0433957446808509	-0.00808071748878936	0.0916666666666666	0.088
NODE_1	24421	26382	fig|6666666.153583.peg.33	6	0.000694473580825887	0.000645148030893696	0.000569547024320266	0.000699780661892651	0.000674851417174192	0.000715553040787715	0.0866030870161895	0.0428274996222416	0.063482291821367	0.151219416329523
NODE_1	26398	27993	fig|6666666.153583.peg.34	6	0.00181879228766684	0.00171782647963256	0.00133454335377698	0.00182852272491391	0.00179030324391561	0.00197757442483121	0.129590133223109	0.0329300480895288	0.119329182874324	0.228254119014999
NODE_1	27995	28768	fig|6666666.153583.peg.35	3	0.00111660535879037	0.00154826350593749	0.000798555658301895	0.00150454381481779	0.00098650069211743	0.00154479136752598	0.141832167916852	0.114393067691884	0.0293159283134616	0.240409024295017
NODE_1	28869	29192	fig|6666666.153583.peg.36	1	0.0015459705382186	0.00128502146850771	0.00111023722134833	0.00149356816023483	0.0014796160629494	0.00119749078082411	0.0550140626429014	0.0522722423725197	0.102399660939009	-0.000115712042317417
NODE_1	29229	29525	fig|6666666.153583.peg.37	2	0.00325644701062133	0.00293692098239659	0.0024619823390179	0.00312246428721347	0.00305699485543466	0.00275302508099768	0.0310253995049184	0.00825639249424925	0.0646975837278364	0.0194598373477287
NODE_1	29537	29941	fig|6666666.153583.peg.38	2	0.00170102059510688	0.00161869889720575	0.000922750227092426	0.00166225152773796	0.00150337654851523	0.00136587864788506	0.0637838631450243	0.0014388806638046	0.127374035204085	0.0696651096225225
NODE_1	29943	30344	fig|6666666.153583.peg.39	1	0.00108254197112233	0.00116371361903	0.000779446408444276	0.00136699242997022	0.000960813647380812	0.00144939260337877	0.198956090387071	0.178395014886347	0.0310356307685669	0.329664018243072
NODE_1	30356	31429	fig|6666666.153583.peg.40	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_1	31465	32769	fig|6666666.153583.peg.41	2	0.000620880908187073	0.000505872287920195	0.000696762192279831	0.000576183584213339	0.000828157652516841	0.00087954790316912	0.201574473764738	0.0222272666396611	0.20447326878978	0.31633372334424
NODE_1	32934	33056	fig|6666666.153583.peg.42	4	0.00973257597854433	0.0106231733646222	0.00600180959446178	0.0109912420747897	0.0100609967501106	0.0101334968416938	0.154820036332756	0.0740014092740297	0.21805036002854	0.179701576918576
NODE_1	33062	34498	fig|6666666.153583.peg.43	14	0.00415303705655563	0.00397590665209485	0.0026200940721063	0.00419089988889723	0.00396630169674555	0.00351663775353959	0.0792200005118757	0.030167276223163	0.146165414721294	0.0621722812419181
NODE_1	34613	34966	fig|6666666.153583.peg.44	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_1	34990	35940	fig|6666666.153583.peg.45	3	0.000714917942667094	0.000860687391448242	0.000516903356020075	0.000948188765596238	0.000821071545476478	0.000903759039799484	0.217174133268945	0.169149967135201	0.249869694380696	0.237855066006331
NODE_1	36074	36550	fig|6666666.153583.peg.46	1	0.00042085875301343	0.000851876451492697	0	0.000689826710139227	0.000234945420371575	0.000586291440144974	0.157722263164758	0.077496430770815	0.104347826086957	0.273504273504274
NODE_1	36561	39770	fig|6666666.153583.peg.47	9	0.000558106191751875	0.000649220477916301	0.000451406295654963	0.000648294643918838	0.000525569689678995	0.000606339366538308	0.0682341772482064	0.0688441737154589	0.0396016862926186	0.0924003666008653
NODE_1	39782	40468	fig|6666666.153583.peg.48	7	0.00321928491686008	0.00302719320117982	0.00264768834268037	0.00331605733809225	0.00300655218001067	0.00296888727685208	0.0427627908616901	0.0581468471179181	0.0243021061554247	0.044274670159035
NODE_1	40465	41586	fig|6666666.153583.peg.49	4	0.00112019497317187	0.000969993410777457	0.00125994651939941	0.00107408922848569	0.00142063826733885	0.0012579279017698	0.107262844998674	0.0269949979406314	0.162298543094372	0.113645572596201
NODE_1	41692	41961	fig|6666666.153583.peg.50	2	0.0033037704021293	0.0031522032981887	0.00185563315998099	0.00320344010552983	0.00281114260116885	0.00266438112037082	0.0423272840041953	-0.00766262012728025	0.0823298042644565	0.0602252020400296
NODE_1	41958	42158	fig|6666666.153583.peg.51	1	0.00077837669540174	0.0012970964321084	0	0.00105244253567201	0.000421620710009276	0.000759560973757168	0.0708046996231434	0.0139731827805223	0.0769230769230771	0.146153846153846
NODE_1	42155	43222	fig|6666666.153583.peg.52	3	0.00113929996648073	0.0011604066321916	0.000760031305825161	0.00117500083164546	0.000997777582841196	0.00104913025007119	0.0503337545984146	0.0214021400087693	0.0482191096649546	0.0847476098003818
NODE_1	43206	44084	fig|6666666.153583.peg.53	6	0.00278776251073745	0.00285047535029568	0.00275165164478161	0.00292970304724727	0.00294439578223795	0.00323655986707974	0.0791127419823076	0.0377458448679993	0.0593292197782057	0.134555326465822
NODE_1	44190	44480	fig|6666666.153583.peg.54	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_1	44624	45208	fig|6666666.153583.peg.55	1	0.000639318277958707	0.000514776350016625	0.000335655158489804	0.000579252779921676	0.000515696909927679	0.000430834262356001	0.0236168205125877	0.00380743262778727	0.0547030458402004	0.0130409964891428
NODE_1	45205	45627	fig|6666666.153583.peg.56	3	0.00247379075066045	0.0015879354044099	0.00253463424046797	0.00208469880151314	0.00273851031924623	0.00239522671629771	0.0861787034699714	0.025824221676	0.0855566700024362	0.139419743269625
NODE_1	45788	48385	fig|6666666.153583.peg.57	9	0.00148103248175871	0.00150051935966998	0.00117943238867748	0.00154278591426376	0.00149099278868259	0.00141168065442311	0.0639922906485936	0.0337117373632708	0.107821013411165	0.0507939100990862
NODE_1	48382	48534	fig|6666666.153583.peg.58	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_1	48580	49197	fig|6666666.153583.peg.59	2	0.000340359145026465	0.000274447995465447	0	0.000305645451276519	0.00019123271550456	0.000149826201606137	0.0493227345515714	-0.00575215159294529	0.110091743119266	0.0841121495327103
NODE_1	49197	50054	fig|6666666.153583.peg.60	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_1	50075	51916	fig|6666666.153583.peg.61	10	0.000929528679514011	0.000953714786601738	0.000567070611026469	0.000958884949912544	0.000778164080288941	0.000794860305290148	0.032226769420861	0.0180034287285914	0.0383780693239034	0.0433630994611846
NODE_1	51969	52082	fig|6666666.153583.peg.62	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_1	52112	53545	fig|6666666.153583.peg.63	11	0.000713849249055861	0.000457691013940337	0.000573769349133875	0.000596638046964942	0.00065341396101035	0.000555207101830605	0.0332082510206914	0.0182152571766536	0.0146991991120465	0.0711030535512562
NODE_1	53778	53957	fig|6666666.153583.peg.64	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_1	54314	54955	fig|6666666.153583.peg.65	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_1	54952	58392	fig|6666666.153583.peg.66	30	0.00267732433505036	0.00229104809566939	0.00307502892644091	0.00260264742700024	0.0031920534027224	0.00328695354070298	0.114324215711844	0.0455156585603663	0.0989572328919562	0.183730929619003
NODE_1	58389	59144	fig|6666666.153583.peg.67	8	0.00139622424645284	0.000657680921395031	0.000665923404195622	0.00107948643997973	0.0011201674118419	0.000700629401892402	0.0622196750746512	0.0486656007061822	0.0795359564791965	0.0554176558851276
NODE_1	59189	60031	fig|6666666.153583.peg.68	30	0.011062571591238	0.0117550041483672	0.00584629092570725	0.0119488671900058	0.00959590826577282	0.00985374465861868	0.0870949789710315	0.0451992068884145	0.118954556013388	0.106872783704657
NODE_1	60034	61233	fig|6666666.153583.peg.69	11	0.002405019722537	0.00327356953751946	0.00369001779424739	0.00295614291850276	0.00319921932296969	0.00348022958248005	0.0277081859139131	0.039527279869715	0.0474179945989704	-0.000449419604743984
NODE_1	61253	62977	fig|6666666.153583.peg.70	18	0.00191637232529242	0.0036733827687442	0.00132321717680895	0.00311521792527688	0.00170005057663969	0.00296379803295549	0.11133652863669	0.102830808611921	0.0472079046893065	0.157061329754215
NODE_1	62956	63699	fig|6666666.153583.peg.71	16	0.00684886807687073	0.00537232214453457	0.00564261204675365	0.00635060945108043	0.00626936331174434	0.00589511979067622	0.0351761830765949	0.0377939065890674	0.00376804609295855	0.0657582388139466
NODE_1	63813	64184	fig|6666666.153583.peg.72	6	0.00733311392494627	0.00666465099017133	0.00735082220057514	0.00741997620908327	0.00789199531200517	0.00833874320981636	0.0973386065243866	0.0567513614139333	0.0696943203207142	0.159617172630554
NODE_10	2	1327	fig|6666666.153583.peg.73	17	0.00146761794402085	0.00199716976090338	0.00179799240430423	0.00176182161213731	0.00172994266085034	0.00203337615602871	0.0474848238082902	0.0167030302457823	0.0561506972953939	0.0667830558661215
NODE_10	1328	1861	fig|6666666.153583.peg.74	11	0.00706206917873721	0.00744806678506481	0.0067716904113884	0.00730634457302741	0.00697092641053428	0.007244244846595	0.0111372013411066	0.00701809100486339	0.00775314675389494	0.0185479993034128
NODE_10	1858	2787	fig|6666666.153583.peg.75	7	0.00361691687735441	0.00335301814793915	0.00338370782284545	0.00350833656075745	0.00354423180270452	0.00346706739367025	0.0157793399719821	0.006661005210294	0.0123918115545024	0.0284691345943119
NODE_10	2799	4649	fig|6666666.153583.peg.76	18	0.00182261287051326	0.00176353203647431	0.00266526670897863	0.0018422967036107	0.00239339486468254	0.00234025564776439	0.0493519168309254	0.0267189590148205	0.0624448047173431	0.0537788575184746
NODE_10	4711	5457	fig|6666666.153583.peg.77	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_10	5472	6272	fig|6666666.153583.peg.78	6	0.0022501540789459	0.00187341170297751	0.00185687218333139	0.00210672290596658	0.00214086906887326	0.00199513640132997	0.042015348916388	0.0213317161348543	0.0408039608795833	0.0651556746139602
NODE_10	6277	6513	fig|6666666.153583.peg.79	2	0.00283392078092782	0.00210970464135021	0.00184484271211931	0.00259408582593529	0.0023890020264161	0.00203944445077419	0.0333304509861867	0.0471353389983509	0.0207702962759607	0.0304841713221603
NODE_10	6494	7246	fig|6666666.153583.peg.80	5	0.00188552250734731	0.00200143122678495	0.0012196941760041	0.002032938760169	0.00165934319496475	0.00171382644053185	0.0553929857879546	0.0440061918517571	0.0643235550143767	0.0602533236126774
NODE_10	7243	8343	fig|6666666.153583.peg.81	3	0.000603067833432109	0.000838377044258822	0.000711676065432633	0.000728056521331305	0.000673645144580658	0.000804016050488849	0.0238456502779837	0.0100735070299601	0.0241569248723916	0.0360558668269066
NODE_10	8343	8978	fig|6666666.153583.peg.82	13	0.00571225350938298	0.00432717329755491	0.00581014471700522	0.00509164777371777	0.00584294594151226	0.0051834422812975	0.0166561529358947	0.0141279156465093	0.0139906870842974	0.0221442176430874
NODE_10	9036	9746	fig|6666666.153583.peg.83	9	0.00121473794353844	0.00124430703240257	0.00171815992804635	0.00125558874597623	0.00153100043273891	0.00149435591597374	0.0242330112643159	0.0207601876723229	0.0421629514702583	0.00878133221744892
NODE_10	9772	10359	fig|6666666.153583.peg.84	7	0	0.000618845921117773	0.000455339629794458	0.00040110383776152	0.000267699672461577	0.000542530079816692	0.113220701758178	0.228571428571429	0.149532710280374	0.0100221251555559
NODE_10	10359	10826	fig|6666666.153583.peg.85	10	0.00156580389103616	0.000418888042650419	0	0.00109455497797231	0.000861839398722078	0.000232715579250233	0.0933795133053674	0.0933795133053674	0.0915918363920767	0.1
NODE_10	10870	12534	fig|6666666.153583.peg.86	7	0.000539827763418489	0.000671300852311315	0.00095431601234887	0.000644630058920655	0.000776957527668394	0.000906941541555911	0.0700375606622577	0.0606018141958251	0.0384649594352986	0.103791815583095
NODE_10	12744	14861	fig|6666666.153583.peg.87	7	0.00106857021096807	0.000902205400095527	0.000868258110725683	0.000991387830776457	0.00101165426481944	0.000949675323066471	0.0385013805095459	0.00605214736190329	0.0427419776461662	0.0678585260568632
NODE_10	14887	16206	fig|6666666.153583.peg.88	7	0.000834252819684208	0.000757762780811722	0.000971388755969457	0.000811444173059995	0.000998576279647212	0.000964803068997075	0.0761919320580946	0.0190233331195399	0.0958920152341385	0.103883687590954
NODE_10	16220	17167	fig|6666666.153583.peg.89	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_10	17174	18037	fig|6666666.153583.peg.90	1	0.000546967351763684	0.000417057956740496	0.000458047333047333	0.000500527077629881	0.000510904972061514	0.000434862848057293	0.0167477989688541	0.0369898537067395	0.0164367741854635	-0.00618539120699446
NODE_10	18037	19188	fig|6666666.153583.peg.91	1	0.000268734643734644	0.000214500214500215	0.000239783152627189	0.000241312741312741	0.000252525252525253	0.000225468975468975	-0.00515919032267087	-0.00126262626262608	-0.00686523679642947	-0.00741879494173081
NODE_10	19477	20112	fig|6666666.153583.peg.92	19	0.00686807602541828	0.00711764255289475	0.00684798657735183	0.00714952545484199	0.00723619565915537	0.00731279189824599	0.0398556277146973	0.0219128061960217	0.0522601067719685	0.0451233041653826
NODE_10	20146	20265	fig|6666666.153583.peg.93	8	0.0192318536730448	0.0165620625214527	0.00913082984992599	0.0180281436334866	0.0149070535731544	0.0135992337738294	0.0345912672000346	0.00727670795756119	0.048682444730458	0.0553551472575441
NODE_10	20327	23098	fig|6666666.153583.peg.94	18	0.00153931098825156	0.00136287155804927	0.00161985167264245	0.00150490768737001	0.00162155374712829	0.00161399573058098	0.0460763463374413	0.0357606082228518	0.0258840736889644	0.0759816850264975
NODE_10	23118	23285	fig|6666666.153583.peg.95	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_10	23272	24348	fig|6666666.153583.peg.96	8	0.00201176013793603	0.00134169801415914	0.00247793447003115	0.00177695619201848	0.00230244131655596	0.00223882465601985	0.0770516657669985	0.056403819306902	0.0250143237780815	0.146955865007139
NODE_10	24345	24950	fig|6666666.153583.peg.97	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_10	24960	25244	fig|6666666.153583.peg.98	2	0.00145059422750424	0.00215762273901809	0.000708563961700738	0.00196101529369583	0.00117849462365591	0.0015700496096911	0.0834002833098072	0.0800130478018615	0.0839337974632148	0.0872305298420678
NODE_10	25246	26685	fig|6666666.153583.peg.99	17	0.00350954347768585	0.00286907423668994	0.00329825849283641	0.0035076174697568	0.00363605238406155	0.00365134081471396	0.103578819479956	0.0907478125289921	0.0638470996232189	0.155470135152325
NODE_10	26750	27601	fig|6666666.153583.peg.100	3	0.00100555876545145	0.000713806649420332	0.000208934882114807	0.000875885616730687	0.000753248446910419	0.000500782472613459	0.0946592206014379	0.0184988872808217	0.193829305226103	0.0787002521078854
NODE_10	27591	30848	fig|6666666.153583.peg.101	18	0.00107767501369028	0.00235445365663269	0.00109491798474434	0.0020191907023064	0.00114316830513119	0.00202091756111077	0.126605228334329	0.150122703516152	0.0497492850865505	0.146582792946502
NODE_10	30841	31653	fig|6666666.153583.peg.102	8	0.00267876882400816	0.00380312347588587	0.00136711609521225	0.00340578380812579	0.00216616132186924	0.00318898251065646	0.104089347949163	0.04839933109832	0.0661164340869324	0.189359058285678
NODE_10	31661	33034	fig|6666666.153583.peg.103	21	0.00481456432487035	0.00668455542830517	0.00322720636219763	0.00610816542416832	0.00414321477932395	0.00586152519697043	0.0860539580310414	0.0587092068858612	0.0295252460481717	0.154506595346058
NODE_10	33024	33821	fig|6666666.153583.peg.104	10	0.0032968188206036	0.0051760179418068	0.00274233732937024	0.00459398753651211	0.00305773406139404	0.00435043635464183	0.0655701969494811	0.0778341587705721	0.0124785169805544	0.0899355115575584
NODE_10	33843	36113	fig|6666666.153583.peg.105	15	0.000773785809490087	0.00205022810226649	0.000634465987139865	0.00160935019687875	0.000718637269049466	0.00154850371682096	0.107832383500038	0.122622932773236	0.02019290031212	0.133132823562743
NODE_10	36146	36241	fig|6666666.153583.peg.106	2	0.0076248273828919	0.00983658090895933	0.00592650103519669	0.00900398621577519	0.00685597471311757	0.008853100510721	0.0536215278630632	0.0303512314768736	0.0117139440318557	0.109742291693904
NODE_10	36429	37061	fig|6666666.153583.peg.107	4	0.00161479629138403	0.000368245197208826	0.000594494496306809	0.00108127103500904	0.0011615034695052	0.000490423111769943	0.0569522051596595	0.0830044344171836	0.0489521358760957	0.0184601108611142
NODE_100	60	281	fig|6666666.153583.peg.108	2	0.00452042952042952	0.00416149208211331	0.00397446626954824	0.0042962542962543	0.00461067127733794	0.00474022455120726	0.0725984724758051	-0.0104059261706402	0.0787788503019844	0.141817200454202
NODE_100	441	3017	fig|6666666.153583.peg.109	24	0.0014989304772844	0.00148116987540655	0.00113252718710693	0.00155837020933656	0.00141051202302509	0.00149215852425875	0.0781013301224507	0.0438406949656522	0.0671977191843761	0.124189213136093
NODE_100	3049	3162	fig|6666666.153583.peg.110	1	0	0	0	0	0	0	NA	NA	NA	NA
NODE_100	3265	3870	fig|6666666.153583.peg.111	6	0.00136745745675218	0.00125048121126918	0.000281724478877436	0.00131312963030384	0.000939229198303173	0.000828363270930743	0.0587715953562075	0.00316822969884212	0.122055650202819	0.0751607755224099
NODE_100	4101	4265	fig|6666666.153583.peg.112	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_100	4516	6336	fig|6666666.153583.peg.113	9	0.000901095117099431	0.000313655790794782	9.08428002170406e-05	0.000677551513540989	0.000588793853801642	0.000210767282768795	0.116117712475912	0.10357302462086	0.157652622465515	0.0404141817030853
NODE_101	3	209	fig|6666666.153583.peg.114	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_101	295	417	fig|6666666.153583.peg.115	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_101	524	637	fig|6666666.153583.peg.116	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_101	622	771	fig|6666666.153583.peg.117	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_101	858	1445	fig|6666666.153583.peg.118	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_101	1438	2412	fig|6666666.153583.peg.119	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_101	2409	3707	fig|6666666.153583.peg.120	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_101	3704	4225	fig|6666666.153583.peg.121	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_101	4478	4591	fig|6666666.153583.peg.122	1	0	0	0	0	0	0	NA	NA	NA	NA
NODE_101	4622	5866	fig|6666666.153583.peg.123	1	0.000405673326216257	0.00039169741374788	0.000356898209176889	0.000397438811851178	0.000394621966125371	0.000372614329343626	0.00893481633954762	-0.00313647810359563	0.0337948709742146	-0.00451802839070736
NODE_101	5887	6054	fig|6666666.153583.peg.124	0	0	0	0	0	0	0	NA	NA	NA	NA
NODE_102	3	185	fig|6666666.153583.peg.125	2	0	0.00140515222482436	0.00208936033429765	0.00078064012490242	0.00128576020572163	0.00169904027184644	0.0719512195121952	0.1	0.1875	-0.0283783783783782
NODE_102	348	917	fig|6666666.153583.peg.126	3	0.000337985645629398	0.000427238896138418	0	0.000433845586444648	0.000187361607903253	0.000246483978541395	0.118091130027611	0.118091130027611	0.0980392156862746	0.133333333333333
NODE_102	937	1752	fig|6666666.153583.peg.127	3	0.000639131362327835	0.000650125036995773	0	0.000740559956823691	0.000374418366314758	0.000398801535165172	0.148319755840601	0.129539487354061	0.146501053596095	0.184901536642141
NODE_102	1742	2296	fig|6666666.153583.peg.128	4	0.00283602422613428	0.00239289056011303	0.00209701949033309	0.00265471951188014	0.00251689050306415	0.00225304222033089	0.0132959707157402	0.0151662420742787	0.0200122511365273	0.00358945564128943
NODE_102	2293	2748	fig|6666666.153583.peg.129	1	0.000626065363328353	0.000829519450800915	0.000476661300822309	0.000735451433461703	0.000551764520415287	0.00068290243151739	0.0192233475529046	0.0104140478196074	0.00072710064730952	0.0436549268678637
NODE_102	2751	4268	fig|6666666.153583.peg.130	2	0	0	0	0	0	0	NA	NA	NA	NA
NODE_102	4270	5925	fig|6666666.153583.peg.131	6	0.000567473904574713	0.0006940583330973	0.000236258209972797	0.000635470194792345	0.000464126188247055	0.000555772082124051	0.0951921102973786	0.00740251233635902	0.134144835068343	0.163041314062942
NODE_103	2	715	fig|6666666.153583.peg.132	10	0.00312208806019115	0.00572207685012719	0.00266886911986101	0.00471152940838489	0.00307881450452023	0.00476655060254197	0.0831304654175138	0.0614337570960733	0.0595475674890388	0.119809410445221
NODE_103	949	1674	fig|6666666.153583.peg.133	5	0.000676909433806362	0.000756768009226946	0.0012539556113501	0.000760968299673	0.000997633571491177	0.0011250946506535	0.0679903262881076	0.0579913488844532	0.0322774311462007	0.106420237884367
